Acceptor,SMILES
Acceptor WV,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C(c2cc3c(-c6ccc(C7=CC8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C9=CC=c%10c(c7c7ccc%11c%12c(ccc%10c7%12)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)C98)s6)c6sc(-c7cc8c9c(ccc%10c%11c%12c(c7c%109)=CC=C7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%11)C7%12)C(=O)N(C(CCC)CCC)C8=O)cc6c(-c6ccc(C7=c8c9c(c%10ccc%11c%12c(ccc8c%10%12)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)C=CC8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C7)C98)s6)c3s2)=C4)C15
Acceptor SM,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c6c(c7cc(-c8c9sc%10c%11cc%12c%13c(ccc%14c%15c%16c(c(c%10c9c(-c9cc%10c(s9)c9c%17c%18c(c%19ccc%20c%21c(cc%10c%17c%21%19)C(=O)N(C(CCCCCC)CCCCCC)C%20=O)=CC=C%10C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=9)C%10%18)c9sc%10c%17c%18c%19c(c%20ccc%21c%22c(cc(c%10c89)c%18c%20%22)C(=O)N(C(CCC)CCC)C%21=O)C=CC8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C%17)C%198)=CC8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%15)C%168)c%11c%13%14)C(=O)N(C(CCCCCC)CCCCCC)C%12=O)sc7c7cc(c2c3c67)C1=O)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor NU,CCCCCCC1(CCCCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor LV,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor JP,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5c(F)c(F)c(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(/C=C5\SC(=S)N(CC)C5=O)c5nsnc35)sc2-4)cc1
Acceptor FW,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4cc5c(cc4cc3-c3sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-5)cc1
Acceptor PP,CCCCCCCCCCCCc1cc2c3c(sc2c2c(CCCCCCCCCCCC)cc4c5c(sc4c12)-c1sc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)cc1C5(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1
Acceptor JA,CCCCCCCCCCCCc1cc2c3c(sc2c2c(CCCCCCCCCCCC)cc4c5c(sc4c12)-c1sc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)cc1C5(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1
Acceptor KS,CCCCCCCCC(CCCCCCCC)n1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(sc4c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5n(C(CCCCCCCC)CCCCCCCC)c43)c21
Acceptor BA,CCCCCCCCC(CCCCCCCC)n1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(sc4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5n(C(CCCCCCCC)CCCCCCCC)c43)c21
Acceptor VR,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c6c(c7cc8c(cc7c7cc(c2c3c67)C1=O)[C@H]1c2ccccc2[C@@H]8c2ccccc21)=CC1C(=O)N(C(CCCCC)CCCCC)C(=O)C(=CC=4)C51
Acceptor NH,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c6c(c7cc8c(cc7c7cc(c2c3c67)C1=O)[C@H]1c2ccccc2[C@@H]8c2cc3c6c7c8c(c9ccc%10c%11c(cc(c3cc21)c7c%119)C(=O)N(C(CCCCC)CCCCC)C%10=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=6)C18)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor NJ,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c6c(c7cc8c(cc7c7cc(c2c3c67)C1=O)[C@H]1c2cc3c(cc2[C@@H]8c2cc6c7c8c9c(c%10ccc%11c%12c(cc(c6cc21)c8c%12%10)C(=O)N(C(CCCCC)CCCCC)C%11=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=7)C19)c1c2c6c(c7ccc8c9c(cc3c2c97)C(=O)N(C(CCCCC)CCCCC)C8=O)=CC=C2C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=1)C26)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor AE,CCCCC(CC)CC1c2ccccc2-c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor IS,CCCCC(CC)Cn1c2ccsc2c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor VJ,CCCCCCn1c2ccsc2c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor XA,CCC[Si]1(CCC)c2cc(-c3ccc(F)cc3)sc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor KN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)OC(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1
Acceptor TD,CCCCCCCCn1nc2c(/C=C3/SC(=S)N(CC)C3=O)ccc(C3=CC4C(C=C3)c3ccc(-c5ccc(/C=C6/SC(=S)N(CC)C6=O)c6nn(CCCCCCCC)nc56)cc3C43c4ccccc4-c4ccccc43)c2n1
Acceptor NZ,CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(C3=CC4C(C=C3)c3ccc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)cc3C43c4ccccc4-c4ccccc43)c2n1
Acceptor VW,CCCCCCCCn1nc2c(C=C(C#N)C#N)ccc(C3=CC4C(C=C3)c3ccc(-c5ccc(C=C(C#N)C#N)c6nn(CCCCCCCC)nc56)cc3C43c4ccccc4-c4ccccc43)c2n1
Acceptor OA,CCCCCC[Si]1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)[Si](CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor JR,CCCCCCCCc1cc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc1-c1ccc2c(c1)C1=Nc3c4ccc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CCCCCCCC)cc4c4n3[B-]3(Oc5ccc(C(C)(C)C)cc5)n5c(c6ccc(-c7sc(/C=C8\C(=O)c9ccccc9C8=C(C#N)C#N)cc7CCCCCCCC)cc6c5=N4)=NC2=[N+]13
Acceptor UG,CCCCCCCCc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1ccc2c(c1)C1=Nc3c4ccc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5CCCCCCCC)cc4c4n3[B-]3(Oc5ccc(C(C)(C)C)cc5)n5c(c6ccc(-c7sc(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)cc7CCCCCCCC)cc6c5=N4)=NC2=[N+]13
Acceptor KH,CCCCCCCC(CCCCCCC)N1C(=O)C2=CC=c3c4c(c5ccc6c7c(ccc3c57)C(=O)N(N3C(=O)c5ccc7c8c9c(c%10ccc(c5c7%10)C3=O)=CC=C3C(=O)N(C(CCCCCCC)CCCCCCC)C(=O)C(C=C8)C39)C6=O)C=CC(C1=O)C24
Acceptor KY,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(C1=CC2C(C=C1)c1ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCC)CCCCC)C6=O)cc1C21c2ccccc2C2C=CC=CC21)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor FF,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8cc9c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%10ccc%11c%12ccc%13c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%14cc7c(c8c%11c%109)c%12c%13%14)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O
Acceptor QB,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(-c5scc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)c5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5/C(=O)c6ccccc6C5=C(C#N)C#N)c3CC(CC)CCCC)[se]c2-4)cc1
Acceptor QF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor JT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6c(csc6C)C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1
Acceptor MY,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4ccc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)s4)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
Acceptor IO,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4ccccc4)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
Acceptor DW,CCCCCCCCN1C(=O)c2c(CCCCCC)cc3c4c5c(c6cc(CCCCCC)c(c2c36)C1=O)=CC(CCCCCC)=C1C(=O)N(CCCCCCCC)C(=O)C(C(CCCCCC)=C4)C15
Acceptor HP,CCCCCCCCN1C(=O)c2c(CCc3ccccc3)cc3c4c5c(c6cc(CCc7ccccc7)c(c2c36)C1=O)=CC(CCc1ccccc1)=C1C(=O)N(CCCCCCCC)C(=O)C(C(CCc2ccccc2)=C4)C15
Acceptor FQ,CCCCCCCCN1C(=O)c2c(-c3ccccc3)cc3c4c5c(c6cc(-c7ccccc7)c(c2c36)C1=O)=CC(c1ccccc1)=C1C(=O)N(CCCCCCCC)C(=O)C(C(c2ccccc2)=C4)C15
Acceptor FG,CCCCCC(CCCCC)N1C(=O)C2=CCc3c4c5c6c(cc7sc8cc(c2c3c8c75)C1=O)C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC4c1cc2c(=O)n(C(CCCCC)CCCCC)c(=O)c3cc4sc5cc6c(=O)n(C(CCCCC)CCCCC)c(=O)c7ccc8c1c(c23)c4c5c8c76
Acceptor IC,CCCCCCCCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6sc(C(=O)OCCCCCCCC)cc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2s1
Acceptor UM,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4c2ccc(-c3cc(-c4ccc(-c6cc7c8c(ccc9c%10c%11c(c6c89)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%10)C%116)C(=O)N(C(CCCCCC)CCCCCC)C7=O)s4)c(-c4ccc(C6=CC7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C8=CC=c9c(c6c6ccc%10c%11c(ccc9c6%11)C(=O)N(C(CCCCCC)CCCCCC)C%10=O)C87)s4)cc3-c3ccc(C4=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C4)C76)s3)s2)C15
Acceptor BK,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c6c(c7sc(-c8cc(-c9cc%10c(s9)c9c%11c%12c(c%13ccc%14c%15c(cc%10c%11c%15%13)C(=O)N(C(CCCCCC)CCCCCC)C%14=O)=CC=C%10C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=9)C%10%12)c(-c9cc%10c%11c%12c%13c(c%14ccc%15c%16c(cc(c%10s9)c%12c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)=CC=C9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=%11)C9%13)cc8-c8cc9c(s8)c8c%10c%11c(c%12ccc%13c%14c(cc9c%10c%14%12)C(=O)N(C(CCCCCC)CCCCCC)C%13=O)=CC=C9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=8)C9%11)cc7c7cc(c2c3c67)C1=O)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor BB,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor MK,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c(sc6c7cc8c(=O)n(C(CCCCC)CCCCC)c(=O)c9ccc%10c%11ccc%12c(=O)n(C(CCCCC)CCCCC)c(=O)c%13cc(c56)c(c%11c%12%13)c7c%10c98)c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2c4cc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6ccc7c8ccc9c(=O)n(C(CCCCC)CCCCC)c(=O)c%10cc(c32)c(c8c9%10)c4c7c65)cc1
Acceptor SQ,CCCCCCCCN1C(=O)c2ccc3c4c5c(c6c(-c7cccs7)cc(c2c36)C1=O)=CC=C1C(=O)N(CCCCCCCC)C(=O)C(C=C4c2cccs2)C15
Acceptor HB,CCCCCCCCN1C(=O)c2ccc3c4c5c(c6c(-c7ccc(CCCCCC)s7)cc(c2c36)C1=O)=CC=C1C(=O)N(CCCCCCCC)C(=O)C(C=C4c2ccc(CCCCCC)s2)C15
Acceptor PE,CCCCCCCCN1C(=O)c2ccc3c4c5c(c6c(-c7ccc(-c8cccs8)s7)cc(c2c36)C1=O)=CC=C1C(=O)N(CCCCCCCC)C(=O)C(C=C4c2ccc(-c3cccs3)s2)C15
Acceptor JI,CCCCCCCCN1C(=O)c2ccc3c4c5c(c6c(-c7ccc(-c8ccc(CCCCCC)s8)s7)cc(c2c36)C1=O)=CC=C1C(=O)N(CCCCCCCC)C(=O)C(C=C4c2ccc(-c3ccc(CCCCCC)s3)s2)C15
Acceptor FE,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51
Acceptor GM,CCCCCCN1C(=O)c2ccc(-c3cc4ccc5ccc6ccc7ccc3c3c7c6c5c43)cc2C1=O
Acceptor OZ,CCCCCCN1C(=O)c2cccc3c(-c4cc5ccc6ccc7ccc8ccc4c4c8c7c6c54)ccc(c23)C1=O
Acceptor RZ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1
Acceptor QQ,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc(C(c2ccc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)cc2)(c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc2)c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc2)cc1)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor OH,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc([Si](c2ccc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)cc2)(c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc2)c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc2)cc1)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor RU,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc([Ge](c2ccc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)cc2)(c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc2)c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc2)cc1)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor BQ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(C=C(C#N)C#N)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C=C(C#N)C#N)c5nsnc35)sc2-4)cc1
Acceptor CF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc(C=C(C#N)C#N)c7nsnc67)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4ccc(C=C(C#N)C#N)c5nsnc45)sc23)cc1
Acceptor IG,CCCCCC(CCCCC)N1C(=O)C2=CCc3c4c5c6c(ccc5c5ccc(c2c35)C1=O)C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC4
Acceptor Z,CCCCCC(CCCCC)N1C(=O)C2=CCc3c4c5c6c(ccc5c5ccc(c2c35)C1=O)C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC4c1ccc2c(c1)C1(c3cc(-c4cc5c6c7c(c8c9c%10c(ccc9c47)C(=O)N(C(CCCCC)CCCCC)C(=O)C%10=CC8)CC=C6C(=O)N(C(CCCCC)CCCCC)C5=O)ccc3-2)c2cc(-c3cc4c5c6c(c7c8c9c(ccc8c36)C(=O)N(C(CCCCC)CCCCC)C(=O)C9=CC7)CC=C5C(=O)N(C(CCCCC)CCCCC)C4=O)ccc2-c2ccc(C3C=C4C(=O)N(C(CCCCC)CCCCC)C(=O)c5ccc6c(c54)c3c3c4c5c(ccc46)C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC3)cc21
Acceptor CV,CCCCCCCCCCN1C(=O)C2=C(c3ccc(C(=C(C#N)C#N)C(=C(C#N)C#N)c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)N(CCCCCCCCCC)C(=O)C2=C1c1cccs1
Acceptor BW,CCCCCCCCCCN1C(=O)C2=C(c3ccc(C(=C(C#N)C#N)C(=C(C#N)C#N)c4ccc(-n5c6ccccc6c6ccccc65)cc4)s3)N(CCCCCCCCCC)C(=O)C2=C1c1ccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)s1
Acceptor LP,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c5cc6c(cc5n(CCCCCCCC)c4cc3-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(OCCCCCCCC)cc2)c2cccc(OCCCCCCCC)c2)cc1
Acceptor ST,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCC)CCCCCC)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor DN,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCC)CCCCCC)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor CH,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc2c(cc1-3)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc1-2
Acceptor HZ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)s6)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)sc23)cc1
Acceptor BG,[C-]#[N+]C1=C(C)/C(=C/c2cc(CCCCCC)c(-c3cc(CCCCC)c(-c4cc5c(s4)c4sc(-c6sc(-c7sc(/C=C8\C(=O)N(CCCC)C(=O)C([N+]#[C-])=C8C)cc7CCCCCC)cc6CCCCCC)cc4n5C(CCCCCCCC)CCCCCCCC)s3)s2)C(=O)N(CCCC)C1=O
Acceptor R,CCCCCCCCC(CCCCCCCC)n1c2cc(-c3sc(-c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc4CCCCCC)cc3CCCCC)sc2c2sc(-c3sc(-c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc4CCCCCC)cc3CCCCCC)cc21
Acceptor CU,CCCCCCCCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=C6\SC(=S)N(CC)C6=O)c6sc(C(=O)OCCCCCCCC)cc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc(/C=C3\SC(=S)N(CC)C3=O)c2s1
Acceptor I,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c32)cc1
Acceptor HN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)sc4c32)cc1
Acceptor TF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(OC)cc6C5=C(C#N)C#N)sc4c32)cc1
