,SMILE,R_grp_SMILES,Name,Comments,R_grp_BigSMILES
88,Cc1c(F)cc(c2cc3c(c4sc(c5cc(F)c(c6cc7c(c8sc(C)cc8[Si]7(CCCCCCCC)CCCCCCCC)s6)c6c5nn(CCCCCC)n6)cc4[Si]3(CCCCCCCC)CCCCCCCC)s2)c2c1nn(CCCCCC)n2,Cc1c(F)cc(c2cc3c(c4sc(c5cc(F)c(c6cc7c(c8sc(C)cc8[Si]7([R2])[R2])s6)c6c5nn([R14])n6)cc4[Si]3([R2])[R2])s2)c2c1nn([R14])n2,P,,{([$])c1c(F)cc(c2cc3c(c4sc(c5cc(F)c(c6cc7c(c8sc([$])cc8[Si]7([R2])[R2])s6)c6c5nn([R14])n6)cc4[Si]3([R2])[R2])s2)c2c1nn([R14])n2}
89,CCCCCCCCc1sc(c2c3sc4cc(C)sc4c3c(c3sc(CCCCCCCC)cc3)c3sc4cc(c5ccc(c6sc(c7ccc(C)s7)c(C7=O)c6C(c6c7c(C)sc6C)=O)s5)sc4c32)cc1,[R2]c1sc(c2c3sc4cc(C)sc4c3c(c3sc([R2])cc3)c3sc4cc(c5ccc(c6sc(c7ccc(C)s7)c(C7=O)c6C(c6c7c(C)sc6C)=O)s5)sc4c32)cc1,PDBT-T1,,{[R2]c1sc(c2c3sc4cc([$])sc4c3c(c3sc([R2])cc3)c3sc4cc(c5ccc(c6sc(c7ccc([$])s7)c(C7=O)c6C(c6c7c([$])sc6C)=O)s5)sc4c32)cc1}
90,Cc1sc(c2c(C(OSCC(CCCCCC)CCCC)=O)cc(c3sc(c4ccc(C)s4)c(C(OSCC(CCCCCC)CCCC)=O)c3)s2)cc1,Cc1sc(c2c(C(O[R7])=O)cc(c3sc(c4ccc(C)s4)c(C(O[R7])=O)c3)s2)cc1,PDCBT,,{([$])c1sc(c2c(C(O[R7])=O)cc(c3sc(c4ccc([$])s4)c(C(O[R7])=O)c3)s2)cc1}
91,Cc1sc2c(OCC(CC)CCCC)c3cc(c4ccc(C)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4ccc(C)s4)sc3c(O[R4])c2c1,PBDT[2H]T,,{([$])c1sc2c(O[R4])c3cc(c4ccc([$])s4)sc3c(O[R4])c2c1}
92,Cc1sc2c(OCC(CC)CCCC)c3cc(c4c(F)c(F)c(C)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4c(F)c(F)c(C)s4)sc3c(O[R4])c2c1,PBDT[2F]T,,{([$])c1sc2c(O[R4])c3cc(c4c(F)c(F)c([$])s4)sc3c(O[R4])c2c1}
93,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBDT(T)[2H]T,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c(F)c(F)c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
94,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(CC(CC)CCCC)cc(c5sc(c6sc(C)c(CC(CC)CCCC)c6)c6c5C(c5ccccc5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c([R4])cc(c5sc(c6sc(C)c([R4])c6)c6c5C(c5ccccc5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1,PBDT-DTN,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c([R4])cc(c5sc(c6sc([$])c([R4])c6)c6c5C(c5ccccc5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1}
95,Cc1sc2c(c3sc(SCC(CCCCCC)CCCC)cc3)c3cc(c4ccc(c5cc6c7nc(c8sc(CCCCCCCC)cc8)c(c8sc(CCCCCCCC)cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc(CCCCCCCC)cc7)c(c7ccc(CCCCCCCC)s7)nc56)s4)sc3c(c3sc(SCC(CCCCCC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc([R7])cc3)c2c1,PBDT-NQx,,{([$])c1sc2c(c3sc([R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc([$])cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc([R7])cc3)c2c1}
96,Cc1sc2c(c3sc(SSCC(CCCCCC)CCCC)cc3)c3cc(c4ccc(c5cc6c7nc(c8sc(CCCCCCCC)cc8)c(c8sc(CCCCCCCC)cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc(CCCCCCCC)cc7)c(c7ccc(CCCCCCCC)s7)nc56)s4)sc3c(c3sc(SSCC(CCCCCC)CCCC)cc3)c2c1,Cc1sc2c(c3sc(S[R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc(S[R7])cc3)c2c1,PBDTS-NQx,,{([$])c1sc2c(c3sc(S[R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc([$])cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc(S[R7])cc3)c2c1}
97,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5c(C(N(CCCCCCCC)C5=O)=O)c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5c(C(N([R2])C5=O)=O)c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PTPDBDT,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c5c(C(N([R2])C5=O)=O)c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
98,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6c(C(N([R2])C6=O)=O)c(c6ccc(C)s6)c6nn([R2])nc56)s4)sc3c(c3sc([R4])cc3)c2c1,PTzBI,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6c(C(N([R2])C6=O)=O)c(c6ccc([$])s6)c6nn([R2])nc56)s4)sc3c(c3sc([R4])cc3)c2c1}
99,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(C(CC(CC)CCCC)=O)cc5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C([R4])=O)cc5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBDTTT-C-T,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C([R4])=O)cc5c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
100,[R23]c1c(c2sc(c3sc(C)cc3)cc2)sc(c2c3nsnc3c(c3cc([R23])c(C)s3)c(F)c2F)c1,[R23]c1c(c2sc(c3sc(C)cc3)cc2)sc(c2c3nsnc3c(c3cc([R23])c(C)s3)c(F)c2F)c1,Pff4TBT-2DT,,{[R23]c1c(c2sc(c3sc([$])cc3)cc2)sc(c2c3nsnc3c(c3cc([R23])c([$])s3)c(F)c2F)c1}
101,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5c(F)c(F)c(c6ccc(C)s6)c6nc(c7cc(F)c(OCC(CC)CCCC)c(F)c7)c(c7cc(F)c(OCC(CC)CCCC)c(F)c7)nc56)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c(F)c(F)c(c6ccc(C)s6)c6nc(c7cc(F)c(O[R4])c(F)c7)c(c7cc(F)c(O[R4])c(F)c7)nc56)s4)sc3c(c3sc([R4])cc3)c2c1,HFQx-T,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c(F)c(F)c(c6ccc([$])s6)c6nc(c7cc(F)c(O[R4])c(F)c7)c(c7cc(F)c(O[R4])c(F)c7)nc56)s4)sc3c(c3sc([R4])cc3)c2c1}
102,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6c(C(c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C6=O)=O)c(c6ccc(C)s6)s5)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(c7c([R4])sc([R4])c7C6=O)=O)c(c6ccc(C)s6)s5)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDB-TF,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(c7c([R4])sc([R4])c7C6=O)=O)c(c6ccc([$])s6)s5)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
103,Cc1sc2c(OSCCCCCCCCCCCC)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)cc5)s4)sc3c(OSCCCCCCCCCCCC)c2c1,Cc1sc2c(O[R5])c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)cc5)s4)sc3c(O[R5])c2c1,P1,,{([$])c1sc2c(O[R5])c3cc(c4ccc(c5c6nsnc6c(c6ccc([$])s6)cc5)s4)sc3c(O[R5])c2c1}
104,Cc1sc2c(c3sc(CC(CC)CCCC)c(OC)c3)c3cc(c4c(CCCCCC)c5sc(c6c7c(C(N(CC(CCCCCC)CCCCCCCC)C7=O)=O)c(c7sc8c(CCCCCC)c(C)sc8c7)s6)cc5s4)sc3c(c3sc(CC(CC)CCCC)c(OC)c3)c2c1,Cc1sc2c(c3sc([R4])c(OC)c3)c3cc(c4c([R14])c5sc(c6c7c(C(N([R1])C7=O)=O)c(c7sc8c([R14])c(C)sc8c7)s6)cc5s4)sc3c(c3sc([R4])c(OC)c3)c2c1,PMOT16,,{([$])c1sc2c(c3sc([R4])c(OC)c3)c3cc(c4c([R14])c5sc(c6c7c(C(N([R1])C7=O)=O)c(c7sc8c([R14])c([$])sc8c7)s6)cc5s4)sc3c(c3sc([R4])c(OC)c3)c2c1}
105,Cc1sc2c(c3sc(SCC(CCCCCC)CCCC)cc3)c3cc(c4c(CC(CC)CCCC)cc(c5sc6nc(c7sc(C)c(CC(CC)CCCC)c7)sc6n5)s4)sc3c(c3sc(SCC(CCCCCC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R7])cc3)c3cc(c4c([R4])cc(c5sc6nc(c7sc(C)c([R4])c7)sc6n5)s4)sc3c(c3sc([R7])cc3)c2c1,PTZP,,{([$])c1sc2c(c3sc([R7])cc3)c3cc(c4c([R4])cc(c5sc6nc(c7sc([$])c([R4])c7)sc6n5)s4)sc3c(c3sc([R7])cc3)c2c1}
106,Cc1c([R25])cc(c2c3nsnc3c(c3cc([R25])c(c4sc5cc(C)sc5c4)s3)c(F)c2F)s1,Cc1c([R25])cc(c2c3nsnc3c(c3cc([R25])c(c4sc5cc(C)sc5c4)s3)c(F)c2F)s1,PffBT2T-TT,,{([$])c1c([R25])cc(c2c3nsnc3c(c3cc([R25])c(c4sc5cc([$])sc5c4)s3)c(F)c2F)s1}
107,Cc1c(CC(CCCCCCCC)CCCCCCCCCC)cc(c2c3nsnc3c(c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(c4sc(c5sc(C)cc5)cc4)s3)c(F)c2F)s1,Cc1c([R6])cc(c2c3nsnc3c(c3cc([R6])c(c4sc(c5sc(C)cc5)cc4)s3)c(F)c2F)s1,PffBT4T-2OD,,{([$])c1c([R6])cc(c2c3nsnc3c(c3cc([R6])c(c4sc(c5sc([$])cc5)cc4)s3)c(F)c2F)s1}
108,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)c(F)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBDTTT-EFT,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
109,Cc1sc(c2sc(c3c([R23])cc(c4c5nn([R26])nc5c(c5cc([R23])c(C)s5)c(F)c4F)s3)cc2F)c(F)c1,Cc1sc(c2sc(c3c([R23])cc(c4c5nn([R26])nc5c(c5cc([R23])c(C)s5)c(F)c4F)s3)cc2F)c(F)c1,PffT2-FTAZ-2DT,,{([$])c1sc(c2sc(c3c([R23])cc(c4c5nn([R26])nc5c(c5cc([R23])c([$])s5)c(F)c4F)s3)cc2F)c(F)c1}
110,Cc1sc2c(c3sc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1,PBDT-ST,,{([$])c1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1}
111,Cc1sc2c(c3cc(F)c(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn(CC(CC)CCCC)nc56)s4)sc3c(c3cc(F)c(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R4])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1,P2F-EH,,{([$])c1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc([$])cc6)c6nn([R4])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1}
112,Cc1sc2c(c3cc(F)c(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R28])nc56)s4)sc3c(c3cc(F)c(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R28])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1,P2F-EHp,,{([$])c1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc([$])cc6)c6nn([R28])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1}
113,Cc1sc2c(c3cc(F)c(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R29])nc56)s4)sc3c(c3cc(F)c(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc(C)cc6)c6nn([R29])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1,P2F-EO,,{([$])c1sc2c(c3cc(F)c([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6sc([$])cc6)c6nn([R29])nc56)s4)sc3c(c3cc(F)c([R4])c(F)c3)c2c1}
114,Cc1sc2c(c3sc(SCCCCCCCC)cc3)c3cc(c4cc(C(OCC(CC)CCCC)=O)c(c5sc(c6sc(C)cc6C(OCC(CC)CCCC)=O)cc5)s4)sc3c(c3sc(SCCCCCCCC)cc3)c2c1,Cc1sc2c(c3sc(S[R2])cc3)c3cc(c4cc(C(O[R4])=O)c(c5sc(c6sc(C)cc6C(O[R4])=O)cc5)s4)sc3c(c3sc(S[R2])cc3)c2c1,PB3T,,{([$])c1sc2c(c3sc(S[R2])cc3)c3cc(c4cc(C(O[R4])=O)c(c5sc(c6sc([$])cc6C(O[R4])=O)cc5)s4)sc3c(c3sc(S[R2])cc3)c2c1}
115,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6c(C(c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7C6=O)=O)c(c6ccc(C)s6)s5)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(c7c([R4])sc([R4])c7C6=O)=O)c(c6ccc(C)s6)s5)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDBT-2F,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(c7c([R4])sc([R4])c7C6=O)=O)c(c6ccc([$])s6)s5)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
116,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDBT-2F,duplicate,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
117,Cc1sc2c(c3ccccc3SCC(CC)CCCC)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3ccccc3SCC(CC)CCCC)c2c1,Cc1sc2c(c3ccccc3S[R4])c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccccc3S[R4])c2c1,PTBB-o,,{([$])c1sc2c(c3ccccc3S[R4])c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccccc3S[R4])c2c1}
118,Cc1sc2c(c3cccc(SCC(CC)CCCC)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3cccc(SCC(CC)CCCC)c3)c2c1,Cc1sc2c(c3cccc(S[R4])c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3cccc(S[R4])c3)c2c1,PTBB-m,,{([$])c1sc2c(c3cccc(S[R4])c3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3cccc(S[R4])c3)c2c1}
119,Cc1sc2c(c3ccc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3ccc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(S[R4])cc3)c2c1,PTBB-p,,{([$])c1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(S[R4])cc3)c2c1}
120,[Si](CCC)(CCC)(CCC)c1sc(c2c3cc(C)sc3c(c3sc([Si](CCC)(CCC)(CCC))cc3)c3cc(c4c(CC(CC)CCCC)cc(c5nc6sc(c7sc(C)c(CC(CC)CCCC)c7)nc6s5)s4)sc32)cc1,[R3]c1sc(c2c3cc(C)sc3c(c3sc([R3])cc3)c3cc(c4c([R4])cc(c5nc6sc(c7sc(C)c([R4])c7)nc6s5)s4)sc32)cc1,PBDS-TZ,,{[R3]c1sc(c2c3cc([$])sc3c(c3sc([R3])cc3)c3cc(c4c([R4])cc(c5nc6sc(c7sc([$])c([R4])c7)nc6s5)s4)sc32)cc1}
121,CC(CC)CCCCc1sc(c2c3cc(C)sc3c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(SCC(CCCCCC)CCCC)cc(c5nc6cc7sc(c8sc(C)c(SCC(CCCCCC)CCCC)c8)nc7cc6s5)s4)sc32)cc1,[R4]c1sc(c2c3cc(C)sc3c(c3sc([R4])cc3)c3cc(c4c([R7])cc(c5nc6cc7sc(c8sc(C)c([R7])c8)nc7cc6s5)s4)sc32)cc1,PBB-T,,{[R4]c1sc(c2c3cc([$])sc3c(c3sc([R4])cc3)c3cc(c4c([R7])cc(c5nc6cc7sc(c8sc([$])c([R7])c8)nc7cc6s5)s4)sc32)cc1}
122,CCCCCCCCc1ccc(c2sc(c3sc(CCCCCCCC)cc3)c3c4cc(C)sc4c4sc(c5sc(c6c7nsnc7c(c7sc(C)cc7)cc6)cc5)cc4c32)s1,[R2]c1ccc(c2sc(c3sc([R2])cc3)c3c4cc(C)sc4c4sc(c5sc(c6c7nsnc7c(c7sc(C)cc7)cc6)cc5)cc4c32)s1,P,same name different structure,{[R2]c1ccc(c2sc(c3sc([R2])cc3)c3c4cc([$])sc4c4sc(c5sc(c6c7nsnc7c(c7sc([$])cc7)cc6)cc5)cc4c32)s1}
123,Cc1ccc(c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)cc6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)cc6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1,PBZ,,{([$])c1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])cc6)c6cc([$])sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1}
124,Cc1ccc(c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)c(Cl)c6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)c(Cl)c6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])c(Cl)c6)c6cc(C)sc6c(c6sc([R4])c(Cl)c6)c5c4)s3)c(F)c2F)s1,PBZ-Cl,,{([$])c1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])c(Cl)c6)c6cc([$])sc6c(c6sc([R4])c(Cl)c6)c5c4)s3)c(F)c2F)s1}
125,Cc1ccc(c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c3ccc(c4sc5c(c6sc([Si](CCC)(CCC)(CCC))c(Cl)c6)c6cc(C)sc6c(c6sc([Si](CCC)(CCC)(CCC))c(Cl)c6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R3])c(Cl)c6)c6cc(C)sc6c(c6sc([R3])c(Cl)c6)c5c4)s3)c(F)c2F)s1,PBZ-ClSi,,{([$])c1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R3])c(Cl)c6)c6cc([$])sc6c(c6sc([R3])c(Cl)c6)c5c4)s3)c(F)c2F)s1}
126,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4sc(C)c5c4C(c4c(CCCCCCCC)sc(CCCCCCCC)c4C5=O)=O)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4sc(C)c5c4C(c4c([R2])sc([R2])c4C5=O)=O)sc3c(c3sc([R4])cc3)c2c1,PT1,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4sc([$])c5c4C(c4c([R2])sc([R2])c4C5=O)=O)sc3c(c3sc([R4])cc3)c2c1}
127,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CCCCCCCC)sc(CCCCCCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R2])sc([R2])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1,PT2,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R2])sc([R2])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1}
128,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(CCCCCC)c5sc(c6sc(c7cc8sc(C)c(CCCCCC)c8s7)c7c6C(c6c(CCCCCCCC)sc(CCCCCCCC)c6C7=O)=O)cc5s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c([R14])c5sc(c6sc(c7cc8sc(C)c([R14])c8s7)c7c6C(c6c([R2])sc([R2])c6C7=O)=O)cc5s4)sc3c(c3sc([R4])cc3)c2c1,PT3,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c([R14])c5sc(c6sc(c7cc8sc([$])c([R14])c8s7)c7c6C(c6c([R2])sc([R2])c6C7=O)=O)cc5s4)sc3c(c3sc([R4])cc3)c2c1}
129,Cc1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)c(F)c6)c5c4)s3)c(OCCCCCCCC)c2OCCCCCCCC)s1,Cc1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc(C)sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1,BO2FC8,,{([$])c1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc([$])sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1}
