Acceptor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
F8IC,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-4sc3c4c(sc23)-c2sc3cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc3c2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(F)c(F)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][#Branch1][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch1][#Branch1][S][C][Ring1][Branch2][=Ring1][Branch1][C][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][C][=Ring2][Ring1][#Branch2][C][Ring2][Ring1][#C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][#Branch1][Branch1]
F10IC,N#CC(C#N)=C1/C(=C/c2cc3sc4c5c(sc4c3s2)-c2sc3c4c(sc3c2C5(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc3c(sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc53)c2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(F)c(F)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3sc4c5c(c6sc7c8sc(/C=C9C(c%10cc(F)c(F)cc%10C\9=C(C#N)\C#N)=O)cc8sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][O][Ring1][=C][/C][=C][C][S][C][C][=C][Branch1][O][S][C][=Ring1][Branch1][C][=Ring1][Branch2][S][Ring1][O][C][S][C][C][=C][Branch2][Ring2][Ring1][S][C][=Ring1][Branch1][C][=Ring1][Branch2][C][Ring1][#C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][=C][Branch2][Ring2][=C][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Ring1][#Branch2][C][=Ring2][Ring1][=N][C][Ring2][Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][#Branch1][O]
DC-IDT2T,N#CC(C#N)=C1/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc([Mo])cc3)c3ccc([Mo])cc3)-c3sc(-c4ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s4)cc3C5(c3ccc([Mo])cc3)c3ccc([Mo])cc3)s2)C(=O)c2ccccc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4)sc3c3cc4c(c5sc(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][=Branch1][=C][/C][=C][C][=C][Branch2][=Branch2][#Branch2][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][Ring2][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch2][C][Ring2][Ring2][=C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][S][Ring2][=Branch1][Branch2][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][#Branch1][Ring1]
FTTB,CCN1C(=O)C(=Cc2ccc(-c3ccc4c(c3)C([Ti])([Ti])c3cc(-c5ccc(C=C6C(=O)N(CC)C(=S)N(CC)C6=O)s5)ccc3-4)s2)C(=O)N(CC)C1=S,[R2]C1([R2])c2cc(c3sc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)cc3)ccc2c2ccc(c3ccc(/C=C4C(N(CC)C(N(CC)C/4=O)=S)=O)s3)cc21, , ,[C][C][N][C][=Branch1][C][=O][C][=Branch2][=Branch1][S][=C][C][=C][C][=C][Branch2][=Branch1][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][N][=O][S][Ring2][Ring1][Ring1][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][#C][S][Ring2][Ring2][#Branch1][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][Ring2][Branch1][C][=S]
IDFBR,CCN1C(=O)/C(=C/c2ccc(-c3ccc4c(c3)C([Cr])([Cr])c3cc5c(cc3-4)C([Cr])([Cr])c3cc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)ccc3-5)c3nsnc23)SC1=S,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5([R4])[R4])c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)cc6)cc4C3([R4])[R4])cc2)cc1, , ,[C][C][N][C][=Branch1][C][=O][/C][=Branch2][Branch2][=Branch1][=C][/C][=C][C][=C][Branch2][#Branch1][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Cr][Branch1][C][Cr][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][N][C][Branch1][C][Cr][Branch1][C][Cr][C][=C][C][Branch2][Ring1][P][C][=C][C][=C][Branch1][P][/C][=C][\S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][Branch2][=O][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][S][C][=N][S][N][=C][Ring2][Branch1][Ring2][Ring1][Branch1][S][C][Ring2][Branch1][O][=S]
IDTBR,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4([Ti])[Ti])-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5([Ti])[Ti])c3nsnc23)SC1=S,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5([R2])[R2])c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3([R2])[R2])s2)cc1, , ,[C][C][N][C][=Branch1][C][=O][/C][=Branch2][#Branch1][S][=C][/C][=C][C][=C][Branch2][=Branch1][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][C][Ti][Ti][C][S][C][Branch2][Ring1][P][C][=C][C][=C][Branch1][P][/C][=C][\S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][Branch2][=O][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][=C][C][=Ring2][Ring1][Branch2][C][Ring2][Ring1][S][Branch1][C][Ti][Ti][C][=N][S][N][=C][Ring2][Branch1][C][Ring1][Branch1][S][C][Ring2][Branch1][=Branch2][=S]
TTz1,N#CC(C#N)=Cc1ccc(-c2cc([Co])c(-c3nc4sc(-c5sc(-c6ccc(C=C(C#N)C#N)c7nsnc67)cc5[Co])nc4s3)s2)c2nsnc12,[R7]c1c(c2sc3nc(c4sc(c5c6nsnc6c(/C=C(C#N)\C#N)cc5)cc4[R7])sc3n2)sc(c2c3nsnc3c(/C=C(C#N)\C#N)cc2)c1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][C][=C][C][=C][Branch2][=Branch1][Ring1][C][=C][C][Branch1][C][Co][=C][Branch2][Branch1][Branch1][C][=N][C][S][C][Branch2][Ring2][Ring2][C][S][C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=Branch2][C][=C][Branch1][Ring1][C][#N][C][#N][C][=N][S][N][=C][Ring1][#C][Ring1][Branch1][=C][C][=Ring2][Ring1][Ring2][Co][=N][C][=Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N][S][Ring2][Ring2][Ring1][C][=N][S][N][=C][Ring2][Ring2][N][Ring1][Branch1]
TTz2,CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc([Co])c(-c4nc5sc(-c6sc(-c7ccc(/C=c8/sc(=C(C#N)C#N)n(CC)c8=O)c8nsnc78)cc6[Co])nc5s4)s3)c3nsnc23)c1=O,[R7]c1c(c2sc3nc(c4c([R7])cc(c5ccc(/C=C6S/C(N(C/6=O)CC)=C(C#N)\C#N)c6c5nsn6)s4)sc3n2)sc(c2c3nsnc3c(/C=C3C(N(CC)/C(S\3)=C(C#N)/C#N)=O)cc2)c1, , ,[C][C][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][/C][=Branch2][Branch2][Branch1][=C][/C][=C][C][=C][Branch2][#Branch1][Ring1][C][=C][C][Branch1][C][Co][=C][Branch2][=Branch1][Branch1][C][=N][C][S][C][Branch2][Branch1][Ring2][C][S][C][Branch2][Ring2][Branch2][C][=C][C][=C][Branch2][Ring1][#Branch1][/C][=C][/S][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][N][Branch1][Ring1][C][C][C][Ring1][N][=O][C][=N][S][N][=C][Ring2][Ring1][#Branch1][Ring1][Branch1][=C][C][=Ring2][Ring1][N][Co][=N][C][=Ring2][Ring2][C][S][Ring2][Ring2][Branch1][S][Ring2][Ring2][O][C][=N][S][N][=C][Ring2][Branch1][Ring2][Ring1][Branch1][C][Ring2][Branch1][#C][=O]
FTIC-C8C6,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3([Mo])[Mo])-c2cc3c(cc2C4([Ti])[Ti])-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3([Mo])[Mo])C(=O)c2ccccc21,[R14]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R14])c2c1cc(C([R2])([R2])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R14])[R14])c3cc31)c3c2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][C][Mo][Mo][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][=C][Branch1][C][Ti][Ti][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][=N][Branch1][C][Mo][Mo][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][#Branch2]
FTIC-C6C6,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3([Mo])[Mo])-c2cc3c(cc2C4([Mo])[Mo])-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3([Mo])[Mo])C(=O)c2ccccc21,[R14]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R14])c2c1cc(C([R14])([R14])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R14])[R14])c3cc31)c3c2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][C][Mo][Mo][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][=C][Branch1][C][Mo][Mo][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][=N][Branch1][C][Mo][Mo][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][#Branch2]
FTIC-C6C8,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3([Ti])[Ti])-c2cc3c(cc2C4([Mo])[Mo])-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3([Ti])[Ti])C(=O)c2ccccc21,[R2]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R2])c2c1cc(C([R14])([R14])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R2])[R2])c3cc31)c3c2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][C][Ti][Ti][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][=C][Branch1][C][Mo][Mo][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring1][=N][Branch1][C][Ti][Ti][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][#Branch2]
NDI-TR,CCN1C(=O)/C(=C/c2ccc(-c3cc4c5c(c(-c6ccc(/C=C7\SC(=S)N(CC)C7=O)s6)cc6c5c3C(=O)N([Cr])C6=O)C(=O)N([Cr])C4=O)s2)SC1=S,O=C(c1cc(c2sc(/C=C3C(N(CC)C(S/3)=S)=O)cc2)c(C(N([R4])C2=O)=O)c3c2cc(c2sc(/C=C4C(N(CC)C(S/4)=S)=O)cc2)c2c31)N([R4])C2=O, , ,[C][C][N][C][=Branch1][C][=O][/C][=Branch2][#Branch1][Branch1][=C][/C][=C][C][=C][Branch2][=Branch1][=Branch2][C][=C][C][=C][C][=Branch2][Branch1][Ring2][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][P][/C][=C][\S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][Ring1][Branch2][=O][S][Ring1][#C][C][=C][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][N][Branch1][C][Cr][C][Ring1][Branch2][=O][C][=Branch1][C][=O][N][Branch1][C][Cr][C][Ring2][Ring2][C][=O][S][Ring2][Ring2][#Branch2][S][C][Ring2][Ring2][P][=S]
IXIC,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-4sc3c4c(sc23)-c2sc3cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc3c2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][P][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch1][#Branch1][S][C][Ring1][Branch2][=Ring1][Branch1][C][S][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][C][=Ring2][Ring1][Branch2][C][Ring2][Ring1][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][P]
IXIC-4Cl,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-4sc3c4c(sc23)-c2sc3cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc3c2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(Cl)c(Cl)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(Cl)c(Cl)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(Cl)c(Cl)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][#Branch1][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch1][#Branch1][S][C][Ring1][Branch2][=Ring1][Branch1][C][S][C][C][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][C][=Ring2][Ring1][#Branch2][C][Ring2][Ring1][#C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Ring2][#Branch1][Branch1]
ITTC,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)C(=O)c2cscc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C4(c4ccc([R14])cc4)c4ccc([R14])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][=C][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][C][Ring1][=Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch1][=Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][Ring2][=Branch1][=N]
ITIC-OE,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([La])cc2)(c2ccc([La])cc2)c2cc3c(cc2-4)C(c2ccc([La])cc2)(c2ccc([La])cc2)c2c-3sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)C(=O)c2ccccc21,[R24]c1ccc(C2(c3ccc([R24])cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R24])cc5)4c4ccc([R24])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#C][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][La][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][La][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][La][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][La][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][Branch2][=Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][#C]
ITIC-OM-1,COc1cccc2c1C(=C(C#N)C#N)/C(=C/c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5cccc(OC)c5C4=C(C#N)C#N)sc13)C2=O,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cccc(OC)c6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cccc(OC)c8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][/C][=Branch2][#Branch2][Ring1][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=N][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][Ring2][=Branch1][P][=O]
